"Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID"
"3/8/1998","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","1354_ANHU"
"2/27/2015","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Winter","found on the ground","Non-selasphorus spp.","5195_ANHU"
"4/15/2014","Died","malibu","Yes","ANHU","Female-like ",NA,0,"Spring","unknown","Non-selasphorus spp.","6097_ANHU"
"7/5/2001","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found inside","Non-selasphorus spp.","2086_ANHU"
"4/6/2016","Released","malibu","No","Selasphorus","unknown",NA,0,"Spring","nest-related","Selasphorus spp.","6725_ALHU"
"7/17/2011","Released","Lindsey","Yes","ANHU","Female-like ",NA,4,"Summer","found on the ground","Non-selasphorus spp.","4277_ANHU"
"5/10/2014","Released","malibu","No","Selasphorus","unknown",NA,0,"Spring","nest-related","Selasphorus spp.","6220_ALHU"
"3/14/2014","Died","Lindsey","No","ANHU","Male",NA,0,"Spring","window hit","Non-selasphorus spp.","4900_ANHU"
"1/8/2010","Died","Lindsey","No","ANHU","Male",NA,0,"Winter","found inside","Non-selasphorus spp.","3844_ANHU"
"6/18/2016","Died","Santa Barbara","No","Selasphorus","Female-like ",NA,0,"Summer","found on the ground","Selasphorus spp.","6884_RUHU"
"8/20/2016","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","5698_ANHU"
"6/10/1995","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","nest-related","Non-selasphorus spp.","863_ANHU"
"11/30/2002","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Fall","found on the ground","Non-selasphorus spp.","2356_ANHU"
"9/3/1995","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Fall","found on the ground","Non-selasphorus spp.","922_ANHU"
"11/27/2015","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Fall","window hit","Non-selasphorus spp.","5454_ANHU"
"5/23/2013","Released","malibu","No","Selasphorus","Female-like ",NA,0,"Spring","unknown","Selasphorus spp.","5948_ALHU"
"5/18/2009","Died","Lindsey","Yes","ANHU","Male",NA,0,"Spring","unknown","Non-selasphorus spp.","3734_ANHU"
"7/1/2013","Died","malibu","No","Selasphorus","Female-like ",NA,1,"Summer","unknown","Selasphorus spp.","6011_ALHU"
"2/26/2009","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","window hit","Non-selasphorus spp.","3630_ANHU"
"6/2/2007","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","3307_ANHU"
"6/16/2013","Released","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","4762_ANHU"
"7/6/2000","Released","Lindsey","Yes","ANHU","Female-like ",NA,3,"Summer","found on the ground","Non-selasphorus spp.","1881_ANHU"
"8/29/1999","Died","Lindsey","No","Selasphorus","Female-like ",NA,0,"Summer","found inside","Selasphorus spp.","1707_ALHU"
"5/11/2013","Died","Lindsey","Yes","ANHU","Male",NA,1,"Spring","found on the ground","Non-selasphorus spp.","4724_ANHU"
"3/2/2011","Released","Lindsey","No","Non-selasphorus","unknown",NA,2,"Spring","nest-related","Non-selasphorus spp.","4110_ANHU"
"6/30/2000","Died","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Summer","found on the ground","Non-selasphorus spp.","1879_ANHU"
"5/4/2016","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","5595_ANHU"
"7/8/2005","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","2953_ANHU"
"6/14/1994","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found inside","Non-selasphorus spp.","674_ANHU"
"4/30/2010","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","3937_ANHU"
"1/17/1992","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","unknown","Non-selasphorus spp.","199_ANHU"
"3/11/2006","Released","Lindsey","No","Non-selasphorus","unknown",NA,1,"Spring","unknown","Non-selasphorus spp.","3022_ANHU"
"6/4/2014","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","found inside","Non-selasphorus spp.","5027_ANHU"
"3/20/2016","Died","Lindsey","No","ANHU","Female-like ",NA,1,"Spring","nest-related","Non-selasphorus spp.","5541_ANHU"
"3/13/2008","Died","Lindsey","No","Non-selasphorus","unknown",NA,1,"Spring","caught by domestic animal","Non-selasphorus spp.","3427_ANHU"
"7/2/2009","Died","Lindsey","No","ANHU","Male",NA,1,"Summer","nest-related","Non-selasphorus spp.","3774_ANHU"
"6/12/1994","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","672_ANHU"
"3/17/1994","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","587_ANHU"
"4/19/1991","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","unknown","Non-selasphorus spp.","79_ANHU"
"2/9/2008","Died","Lindsey","Yes","ANHU","Male",NA,0,"Winter","found inside","Non-selasphorus spp.","3413_ANHU"
"11/20/2007","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Fall","suspect torpor-like state","Non-selasphorus spp.","3385_ANHU"
"6/30/1993","Died","Lindsey","Yes","ANHU","Female-like ",NA,13,"Summer","unknown","Non-selasphorus spp.","512_ANHU"
"9/14/2001","Died","Lindsey","No","Selasphorus","Female-like ",NA,0,"Fall","window hit","Selasphorus spp.","2122_ALHU"
"4/11/1991","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","unknown","Non-selasphorus spp.","65_ANHU"
"3/6/2011","Died","Lindsey","No","Non-selasphorus","unknown",NA,1,"Spring","nest-related","Non-selasphorus spp.","4114_ANHU"
"2/18/2002","Released","Lindsey","No","ANHU","Female-like ",NA,1,"Winter","found on the ground","Non-selasphorus spp.","2158_ANHU"
"2/5/1994","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Winter","found on the ground","Non-selasphorus spp.","565_ANHU"
"5/25/1991","Died","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Spring","unknown","Non-selasphorus spp.","105_ANHU"
"6/30/2010","Released","Lindsey","Yes","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","4007_ANHU"
"3/22/1992","Died","Lindsey","Yes","ANHU","Female-like ",NA,8,"Spring","unknown","Non-selasphorus spp.","224_ANHU"
"6/8/2001","Died","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Summer","caught by domestic animal","Non-selasphorus spp.","2063_ANHU"
"4/30/2012","Died","Lindsey","No","ANHU","Female-like ",NA,1,"Spring","unknown","Non-selasphorus spp.","4449_ANHU"
"4/19/1995","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","found inside","Non-selasphorus spp.","818_ANHU"
"7/19/2000","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Summer","unknown","Non-selasphorus spp.","1893_ANHU"
"5/12/2010","Released","Lindsey","Yes","ANHU","Female-like ",NA,1,"Spring","found on the ground","Non-selasphorus spp.","3952_ANHU"
"5/6/1996","Died","Lindsey","No","ANHU","Female-like ",NA,1,"Spring","caught by domestic animal","Non-selasphorus spp.","1045_ANHU"
"5/29/2015","Died","malibu","Yes","ANHU","Female-like ",NA,1,"Spring","nest-related","Non-selasphorus spp.","6441_ANHU"
"4/4/2014","Released","malibu","No","Selasphorus","Female-like ",NA,0,"Spring","unknown","Selasphorus spp.","6202_ALHU"
"8/16/2003","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","2559_ANHU"
"3/26/1994","Died","Lindsey","No","Selasphorus","Female-like ",NA,0,"Spring","window hit","Selasphorus spp.","594_ALHU"
"4/15/1997","Died","Lindsey","No","Selasphorus","Female-like ",NA,0,"Spring","found on the ground","Selasphorus spp.","1210_ALHU"
"5/25/2002","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","2257_ANHU"
"6/10/1999","Released","Lindsey","No","Selasphorus","unknown",NA,0,"Summer","nest-related","Selasphorus spp.","1650_ALHU"
"5/6/2003","Died","Lindsey","No","Non-selasphorus","unknown",NA,18,"Spring","unknown","Non-selasphorus spp.","2480_COHU"
"9/24/2015","Died","Lindsey","No","ANHU","Male",NA,0,"Fall","found on the ground","Non-selasphorus spp.","5440_ANHU"
"7/1/2013","Died","malibu","No","Selasphorus","Female-like ",NA,18,"Summer","unknown","Selasphorus spp.","6010_ALHU"
"1/21/2012","Released","Lindsey","No","ANHU","Male",NA,0,"Winter","found on the ground","Non-selasphorus spp.","4347_ANHU"
"5/25/1991","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","104_ANHU"
"4/11/2013","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","4682_ANHU"
"4/11/1998","Died","Lindsey","Yes","Selasphorus","Female-like ",NA,1,"Spring","window hit","Selasphorus spp.","1375_RUHU"
"7/12/1991","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","nest-related","Non-selasphorus spp.","148_ANHU"
"3/8/2009","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","3641_ANHU"
"6/18/2010","Died","Lindsey","Yes","ANHU","Male",NA,1,"Summer","found on the ground","Non-selasphorus spp.","3993_ANHU"
"6/2/2013","Died","malibu","Yes","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","5825_ANHU"
"1/15/2015","Died","Lindsey","No","ANHU","Male",NA,0,"Winter","suspect torpor-like state","Non-selasphorus spp.","5150_ANHU"
"4/9/2015","Released","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","found inside","Non-selasphorus spp.","5258_ANHU"
"2/20/2011","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Winter","nest-related","Non-selasphorus spp.","4103_ANHU"
"6/22/2016","Released","Lindsey","Yes","ANHU","Female-like ",NA,1,"Summer","found on the ground","Non-selasphorus spp.","5655_ANHU"
"8/19/1995","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","window hit","Non-selasphorus spp.","912_ANHU"
"4/7/2016","Released","Lindsey","Yes","ANHU","Male",NA,0,"Spring","found on the ground","Non-selasphorus spp.","5570_ANHU"
"6/29/2009","Died","Lindsey","Yes","ANHU","Male",NA,1,"Summer","unknown","Non-selasphorus spp.","3771_ANHU"
"7/20/2010","Died","Lindsey","Yes","ANHU","Male",NA,0,"Summer","found on the ground","Non-selasphorus spp.","4028_ANHU"
"6/16/1996","Died","Lindsey","Yes","Selasphorus","Female-like ",NA,0,"Summer","caught by domestic animal","Selasphorus spp.","1081_ALHU"
"6/15/1995","Released","Lindsey","No","Selasphorus","unknown",NA,0,"Summer","found on the ground","Selasphorus spp.","869_ALHU"
"2/17/2013","Died","malibu","No","Selasphorus","Female-like ",NA,0,"Winter","unknown","Selasphorus spp.","5740_ALHU"
"1/10/2013","Died","Lindsey","No","ANHU","Male",NA,0,"Winter","caught by domestic animal","Non-selasphorus spp.","4591_ANHU"
"3/29/1994","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,2,"Spring","found on the ground","Non-selasphorus spp.","595_ANHU"
"5/29/1993","Died","Lindsey","No","ANHU","Female-like ",NA,1,"Spring","caught by domestic animal","Non-selasphorus spp.","479_ANHU"
"5/22/2002","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","2249_ANHU"
"2/26/2015","Released","malibu","No","Selasphorus","unknown",NA,1,"Winter","found on the ground","Selasphorus spp.","6497_ALHU"
"6/8/2012","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Summer","found on the ground","Non-selasphorus spp.","4488_ANHU"
"5/26/2000","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","1837_ANHU"
"7/28/2000","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","window hit","Non-selasphorus spp.","1897_ANHU"
"7/4/2009","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Summer","found on the ground","Non-selasphorus spp.","3777_ANHU"
"6/13/2014","Died","Lindsey","No","ANHU","Male",NA,0,"Summer","unknown","Non-selasphorus spp.","5045_ANHU"
"4/3/2001","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","window hit","Non-selasphorus spp.","2010_ANHU"
"3/17/2008","Died","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","3433_ANHU"
"4/9/2008","Died","Lindsey","No","ANHU","Male",NA,0,"Spring","found on the ground","Non-selasphorus spp.","3466_ANHU"
"3/26/2014","Died","malibu","Yes","Selasphorus","Female-like ",NA,1,"Spring","unknown","Selasphorus spp.","6071_ALHU"
"4/8/2011","Released","Lindsey","Yes","ANHU","Female-like ",NA,8,"Spring","found on the ground","Non-selasphorus spp.","4157_ANHU"
"4/16/2000","Died","Lindsey","No","Non-selasphorus","unknown",NA,1,"Spring","nest-related","Non-selasphorus spp.","1794_BCHU"
"4/23/2004","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","2672_ANHU"
"12/28/2013","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Winter","found inside","Non-selasphorus spp.","4850_ANHU"
"4/17/2011","Released","Lindsey","No","ANHU","Male",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","4173_ANHU"
"5/28/2002","Died","Lindsey","Yes","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","2260_ANHU"
"4/11/2011","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","4165_ANHU"
"6/15/2009","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","found on the ground","Non-selasphorus spp.","3761_ANHU"
"3/28/2013","Died","Lindsey","Yes","Non-selasphorus","unknown",NA,1,"Spring","caught by domestic animal","Non-selasphorus spp.","4660_ANHU"
"8/14/1991","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","165_ANHU"
"11/16/1991","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","caught by domestic animal","Non-selasphorus spp.","188_ANHU"
"3/21/2001","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","caught by domestic animal","Non-selasphorus spp.","1995_ANHU"
"5/1/2010","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","3941_ANHU"
"6/27/2001","Released","Lindsey","Yes","ANHU","Female-like ",NA,1,"Summer","nest-related","Non-selasphorus spp.","2080_ANHU"
"6/17/2010","Released","Lindsey","No","ANHU","Male",NA,0,"Summer","window hit","Non-selasphorus spp.","3991_ANHU"
"1/14/1996","Died","Lindsey","Yes","ANHU","Female-like ",NA,1,"Winter","caught by domestic animal","Non-selasphorus spp.","941_ANHU"
"5/17/2000","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","1825_ANHU"
"5/23/2010","Died","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","3963_ANHU"
"5/30/1991","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","108_ANHU"
"8/3/2013","Died","malibu","No","Selasphorus","Female-like ",NA,0,"Summer","unknown","Selasphorus spp.","6024_ALHU"
"2/22/2003","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","nest-related","Non-selasphorus spp.","2391_ANHU"
"7/2/2014","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","found on the ground","Non-selasphorus spp.","5068_ANHU"
"2/21/2015","Died","malibu","Yes","Selasphorus","Female-like ",NA,1,"Winter","found on the ground","Selasphorus spp.","6358_ALHU"
"5/5/2013","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","4718_ANHU"
"11/29/2001","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","found on the ground","Non-selasphorus spp.","2137_ANHU"
"6/11/2016","Released","malibu","No","Selasphorus","Female-like ",NA,0,"Summer","unknown","Selasphorus spp.","6794_ALHU"
"9/28/2007","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","caught by domestic animal","Non-selasphorus spp.","3374_ANHU"
"3/15/2014","Released","Lindsey","Yes","ANHU","Male",NA,3,"Spring","nest-related","Non-selasphorus spp.","4903_ANHU"
"4/23/2007","Released","Lindsey","No","Non-selasphorus","unknown",NA,1,"Spring","nest-related","Non-selasphorus spp.","3263_ANHU"
"6/10/2016","Released","malibu","No","ANHU","Female-like ",NA,0,"Summer","unknown","Non-selasphorus spp.","6786_ANHU"
"6/10/1995","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","nest-related","Non-selasphorus spp.","864_ANHU"
"5/31/1992","Died","Lindsey","No","ANHU","Female-like ",NA,2,"Spring","found on the ground","Non-selasphorus spp.","294_ANHU"
"6/14/2004","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Summer","found on the ground","Non-selasphorus spp.","2719_ANHU"
"6/20/1999","Released","Lindsey","No","Selasphorus","unknown",NA,0,"Summer","unknown","Selasphorus spp.","1661_ALHU"
"5/6/2010","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","3945_ANHU"
"6/6/2008","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Summer","nest-related","Non-selasphorus spp.","3513_ANHU"
"4/29/2009","Died","Lindsey","No","ANHU","Male",NA,0,"Spring","window hit","Non-selasphorus spp.","3712_ANHU"
"6/5/2011","Died","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","nest-related","Non-selasphorus spp.","4237_ANHU"
"5/10/2014","Died","malibu","Yes","Selasphorus","Female-like ",NA,1,"Spring","found on the ground","Selasphorus spp.","6113_ALHU"
"6/23/1999","Died","Lindsey","No","Non-selasphorus","unknown",NA,1,"Summer","nest-related","Non-selasphorus spp.","1670_BCHU"
"4/25/2009","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Spring","found on the ground","Non-selasphorus spp.","3706_ANHU"
"8/13/1999","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Summer","found on the ground","Non-selasphorus spp.","1701_ANHU"
"9/30/1999","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Fall","caught by domestic animal","Non-selasphorus spp.","1713_ANHU"
"3/3/2013","Released","Lindsey","Yes","Non-selasphorus","unknown",NA,0,"Spring","nest-related","Non-selasphorus spp.","4625_ANHU"
"5/13/1996","Died","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","found on the ground","Non-selasphorus spp.","1051_ANHU"
"5/27/2009","Released","Lindsey","Yes","ANHU","Female-like ",NA,15,"Spring","nest-related","Non-selasphorus spp.","3741_ANHU"
"6/29/1999","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Summer","nest-related","Non-selasphorus spp.","1682_ANHU"
"2/19/1997","Released","Lindsey","No","Non-selasphorus","unknown",NA,0,"Winter","nest-related","Non-selasphorus spp.","1158_ANHU"
"4/14/2010","Died","Lindsey","Yes","ANHU","Male",NA,0,"Spring","found on the ground","Non-selasphorus spp.","3915_ANHU"
"2/13/2015","Released","Lindsey","No","Non-selasphorus","unknown",NA,1,"Winter","found on the ground","Non-selasphorus spp.","5176_ANHU"
"4/22/1992","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Spring","suspect torpor-like state","Non-selasphorus spp.","260_ANHU"
"1/2/2007","Released","Lindsey","No","ANHU","Female-like ",NA,0,"Winter","found on the ground","Non-selasphorus spp.","3187_ANHU"
